conference,region,institution-name,organization,group,position-information,position,prefix,name,lastname,suffix,gender,location,yearbook-year,page,source-pdf
General,,,,officers,,president,S. E.,S. E. Wight,Wight,,,"300 West Allen St., Springfield, Ill",1909,52,YB1909.pdf
General,,,,officers,,secretary,,Miss Nettie Eaton,Eaton,,,"300 West Allen St., Springfield, Ill",1909,52,YB1909.pdf
General,,,,officers,,treasurer,Society.,Southern Illinois Tract Society. Tract' Society,Society,,,,1909,52,YB1909.pdf
General,,,,officers,,Secretary and Treasurer,C. J.,C. J. Tolf,Tolf,,,office address,1909,52,YB1909.pdf
General,,,,officers,,Secretary of Young People's Missionary Volunteer Department,,Chancy Wood,Wood,,,"605 West First St., Taylorville, Ill. Sabbath-school and Educational",1909,52,YB1909.pdf
General,,,,officers,,secretary,,Chancy Wood,Wood,,,"605 West First St., Taylorville, Ill. Religious Liberty",1909,52,YB1909.pdf
General,,,,officers,,secretary,S. E.,S. E. Wight,Wight,,,"300 West Allen St., Springfield, Ill. Medical",1909,52,YB1909.pdf
General,,,,officers,,secretary,R. B.,R. B. Craig,Craig,,,"120 East North St., Decatur, Ill. Miss Anna Balding, Champaign, Ill. Miss Inez Howell, Champaign, Ill. Harry Shepler, 120 East North St., Decatur, Ill. Miss Martha Craig, Peoria, Ill",1909,52,YB1909.pdf
General,,,,officers,,secretary,S. E.,S. E. Wight,Wight,,,"120 East North St., Decatur, Ill. Miss Anna Balding, Champaign, Ill. Miss Inez Howell, Champaign, Ill. Harry Shepler, 120 East North St., Decatur, Ill. Miss Martha Craig, Peoria, Ill",1909,52,YB1909.pdf
General,,,,officers,,secretary,W. C.,W. C. Dalbey,Dalbey,,,"120 East North St., Decatur, Ill. Miss Anna Balding, Champaign, Ill. Miss Inez Howell, Champaign, Ill. Harry Shepler, 120 East North St., Decatur, Ill. Miss Martha Craig, Peoria, Ill",1909,52,YB1909.pdf
General,,,,officers,,secretary,J. J.,J. J. Irwin,Irwin,,,"120 East North St., Decatur, Ill. Miss Anna Balding, Champaign, Ill. Miss Inez Howell, Champaign, Ill. Harry Shepler, 120 East North St., Decatur, Ill. Miss Martha Craig, Peoria, Ill",1909,52,YB1909.pdf
General,,,,officers,,secretary,J. B.,J. B. Locken,Locken,,,"120 East North St., Decatur, Ill. Miss Anna Balding, Champaign, Ill. Miss Inez Howell, Champaign, Ill. Harry Shepler, 120 East North St., Decatur, Ill. Miss Martha Craig, Peoria, Ill",1909,52,YB1909.pdf
General,,,,officers,,secretary,C. H.,C. H. Bliss,Bliss,,,"120 East North St., Decatur, Ill. Miss Anna Balding, Champaign, Ill. Miss Inez Howell, Champaign, Ill. Harry Shepler, 120 East North St., Decatur, Ill. Miss Martha Craig, Peoria, Ill",1909,52,YB1909.pdf
General,,,,officers,,secretary,B.,B. Craig,Craig,,,"120 East North St., Decatur, Ill. Miss Anna Balding, Champaign, Ill. Miss Inez Howell, Champaign, Ill. Harry Shepler, 120 East North St., Decatur, Ill. Miss Martha Craig, Peoria, Ill",1909,52,YB1909.pdf
General,,,,officers,,secretary,B.,B. Hicks,Hicks,,,"120 East North St., Decatur, Ill. Miss Anna Balding, Champaign, Ill. Miss Inez Howell, Champaign, Ill. Harry Shepler, 120 East North St., Decatur, Ill. Miss Martha Craig, Peoria, Ill",1909,52,YB1909.pdf
General,,,,officers,,secretary,R. H.,R. H. Bruns,Bruns,,,"120 East North St., Decatur, Ill. Miss Anna Balding, Champaign, Ill. Miss Inez Howell, Champaign, Ill. Harry Shepler, 120 East North St., Decatur, Ill. Miss Martha Craig, Peoria, Ill",1909,52,YB1909.pdf
General,,,,officers,,secretary,C. J.,C. J. Tolf,Tolf,,,"120 East North St., Decatur, Ill. Miss Anna Balding, Champaign, Ill. Miss Inez Howell, Champaign, Ill. Harry Shepler, 120 East North St., Decatur, Ill. Miss Martha Craig, Peoria, Ill",1909,52,YB1909.pdf
General,,,,officers,,president,A. G.,A. G. Haughey,Haughey,,,"Otsego, Mich",1909,53,YB1909.pdf
General,,,,officers,,vice-president,S. D.,S. D. Hartwell,Hartwell,,,"297 West Main St., Battle Creek, Mich",1909,53,YB1909.pdf
General,,,,officers,,secretary,E. L.,E. L. Richmond,Richmond,,,"Otsego, Mich",1909,53,YB1909.pdf
General,,,,officers,,treasurer,G. H.,G. H. Crandall,Crandall,,,"Otsego, Mich. Educational",1909,53,YB1909.pdf
General,,,,officers,,secretary,,Clifford Russell,Russell,,,"Otsego, Mich. Sabbath-school",1909,53,YB1909.pdf
General,,,,officers,,secretary,,Clifford Russell,Russell,,,"Otsego, Mich. Tract Society",1909,53,YB1909.pdf
General,,,,officers,,secretary,E. L.,E. L. Richmond,Richmond,,,"Otsego, Mich. Field •",1909,53,YB1909.pdf
General,,,,officers,,secretary,A. C.,A. C. Haughey,Haughey,,,"Otsego, Mich. Religious Liberty",1909,53,YB1909.pdf
General,,,,officers,,secretary,E. L.,E. L. Richmond,Richmond,,,"Otsego, Mich. Missionary Volunteer",1909,53,YB1909.pdf
General,,,,officers,,secretary,A. C.,A. C. Haughey,Haughey,,,"Otsego, Mich",1909,53,YB1909.pdf
General,,,,officers,,auditor,W. H.,W. H. Edwards,Edwards,,,"Tabernacle, Battle Creek, Mich",1909,53,YB1909.pdf
General,,,,officers,,auditor,A. G.,A. G. Haughey,Haughey,,,"Tabernacle, Battle Creek, Mich",1909,53,YB1909.pdf
General,,,,officers,,auditor,S. D.,S. D. Hartwell,Hartwell,,,"Tabernacle, Battle Creek, Mich",1909,53,YB1909.pdf
General,,,,officers,,auditor,J. W.,J. W. Hofstra,Hofstra,,,"Tabernacle, Battle Creek, Mich",1909,53,YB1909.pdf
General,,,,officers,,auditor,W. R.,W. R. Matthews,Matthews,,,"Tabernacle, Battle Creek, Mich",1909,53,YB1909.pdf
General,,,,officers,,auditor,J. M.,J. M. Wilbur,Wilbur,,,"Tabernacle, Battle Creek, Mich",1909,53,YB1909.pdf
General,,,,officers,,auditor,G. H.,G. H. Crandall,Crandall,,,"Tabernacle, Battle Creek, Mich",1909,53,YB1909.pdf
General,,,,officers,,auditor,I. D.,I. D. Van,Van,,,"Tabernacle, Battle Creek, Mich",1909,53,YB1909.pdf
General,,,,officers,,auditor,W. C.,W. C. Hebner,Hebner,,,"Tabernacle, Battle Creek, Mich",1909,53,YB1909.pdf
General,,,,officers,,auditor,A. C.,A. C. Bourdeau,Bourdeau,,,"Tabernacle, Battle Creek, Mich",1909,53,YB1909.pdf
General,,,,officers,,auditor,W. E.,W. E. Videto,Videto,,,"Tabernacle, Battle Creek, Mich",1909,53,YB1909.pdf
General,,,,officers,,auditor,M. S.,M. S. Burnham,Burnham,,,"Tabernacle, Battle Creek, Mich",1909,53,YB1909.pdf
General,,,,officers,,auditor,A.,A. Smith,Smith,,,"Tabernacle, Battle Creek, Mich",1909,53,YB1909.pdf
General,,,,officers,,auditor,P. G.,P. G. Stanley,Stanley,,,"Tabernacle, Battle Creek, Mich",1909,53,YB1909.pdf
General,,,,officers,,auditor,R. C.,R. C. Horton,Horton,,,"Tabernacle, Battle Creek, Mich",1909,53,YB1909.pdf
General,,,,officers,,auditor,A. C.,A. C. Haughey,Haughey,,,"Tabernacle, Battle Creek, Mich",1909,53,YB1909.pdf
General,,,,officers,,auditor,S. S.,S. S. Gray,Gray,,,"Tabernacle, Battle Creek, Mich",1909,53,YB1909.pdf
General,,,,officers,,auditor,B.,B. Butterfield,Butterfield,,,"Tabernacle, Battle Creek, Mich",1909,53,YB1909.pdf
General,,,,officers,,auditor,E. A.,E. A. Merriam,Merriam,,,"Tabernacle, Battle Creek, Mich",1909,53,YB1909.pdf
General,,,,officers,,auditor,W. L.,W. L. Avery,Avery,,,"Tabernacle, Battle Creek, Mich",1909,53,YB1909.pdf
General,,,,officers,,auditor,E. L.,E. L. Richmond,Richmond,,,"Tabernacle, Battle Creek, Mich",1909,53,YB1909.pdf
General,,,,officers,,auditor,C. A.,C. A. Russell,Russell,,,"Tabernacle, Battle Creek, Mich",1909,53,YB1909.pdf
General,,,,officers,,auditor,G.,G. Nyman,Nyman,,,"Tabernacle, Battle Creek, Mich",1909,53,YB1909.pdf
General,,,,officers,,auditor,H.,H. Pool,Pool,,,"Tabernacle, Battle Creek, Mich",1909,53,YB1909.pdf
General,,,,officers,,auditor,D. C. G. A.,D. C. G. A. Davis,Davis,,,"Tabernacle, Battle Creek, Mich",1909,53,YB1909.pdf
General,,,,officers,,auditor,D. C. F. H.,D. C. F. H. Dryer,Dryer,,,"Tabernacle, Battle Creek, Mich",1909,53,YB1909.pdf
General,,,,officers,,auditor,H.,H. White,White,,,"Tabernacle, Battle Creek, Mich",1909,53,YB1909.pdf
General,,,,officers,,president,C.,C. McReynolds,McReynolds,,,"BOx 57, Grand Rapids, Wis",1909,54,YB1909.pdf
General,,,,officers,,vice-president,J. H.,J. H. Hoffman,Hoffman,,,"Superior, Wis",1909,54,YB1909.pdf
General,,,,officers,,Secretary and Treasurer,A. J.,A. J. Olsen,Olsen,,,,1909,54,YB1909.pdf
General,,,,officers,,Secretary and Treasurer,F. B.,F. B. Numbers,Numbers,,,,1909,54,YB1909.pdf
General,,,,officers,,Secretary and Treasurer,C.,C. McReynolds,McReynolds,,,,1909,54,YB1909.pdf
General,,,,officers,,Secretary and Treasurer,A. W.,A. W. Hallock,Hallock,,,,1909,54,YB1909.pdf
General,,,,officers,,Secretary and Treasurer,H. W.,H. W. Reed,Reed,,,,1909,54,YB1909.pdf
General,,,,officers,,Secretary and Treasurer,J. H.,J. H. Hoffman,Hoffman,,,,1909,54,YB1909.pdf
General,,,,officers,,Secretary and Treasurer,W. J.,W. J. Pflugradt,Pflugradt,,,,1909,54,YB1909.pdf
General,,,,officers,,Secretary and Treasurer,P. M.,P. M. Hanson,Hanson,,,,1909,54,YB1909.pdf
General,,,,officers,,Secretary and Treasurer,J.,J. Herrmann,Herrmann,,,,1909,54,YB1909.pdf
General,,,,officers,,Secretary and Treasurer,F. F.,F. F. Petersen,Petersen,,,,1909,54,YB1909.pdf
General,,,,officers,,Secretary and Treasurer,J. H.,J. H. Bramhall,Bramhall,,,,1909,54,YB1909.pdf
General,,,,officers,,Secretary and Treasurer,W. H.,W. H. Holmes,Holmes,,,,1909,54,YB1909.pdf
General,,,,officers,,Secretary and Treasurer,A. C.,A. C. Woodbury,Woodbury,,,,1909,54,YB1909.pdf
General,,,,officers,,Secretary and Treasurer,F.,F. Stebbeds,Stebbeds,,,,1909,54,YB1909.pdf
General,,,,officers,,president,R. A.,R. A. Underwood,Underwood,,,office address,1909,56,YB1909.pdf
General,,,,officers,,vice-president,M. N.,M. N. Campbell,Campbell,,,"Stuart, Iowa",1909,56,YB1909.pdf
General,,,,officers,,treasurer,C. M.,C. M. Everest,Everest,,,"Box 989, Minneapolis, Minn",1909,56,YB1909.pdf
General,,,,officers,,secretary,T. D.,T. D. Gibson,Gibson,,,office address. Educational and Missionary Volunteer,1909,56,YB1909.pdf
General,,,,officers,,secretary,T. G.,T. G. Lamson,Lamson,,,"2800 Third Ave., South, Minneapolis, Minn General Missionary",1909,56,YB1909.pdf
General,,,,officers,,secretary,T. D.,T. D. Gibson,Gibson,,,office address. General Missionary Agent: 'V,1909,56,YB1909.pdf
General,,,,officers,,president,M. N.,M. N. Campbell,Campbell,,,"Stuart, Iowa",1909,57,YB1909.pdf
General,,,,officers,,secretary,V.,V. Dorcas,Dorcas,,,office address,1909,57,YB1909.pdf
General,,,,officers,,treasurer,C. W.,C. W. Larson,Larson,,,office address,1909,57,YB1909.pdf
General,,,,officers,,Secretary Educational Department,J. G.,J. G. Lamson,Lamson,,,"280l Third Ave., South, Minneapolis, Minn",1909,57,YB1909.pdf
General,,,,officers,,Secretary Sabbath-school Department,V.,V. Dorcas,Dorcas,,,office address,1909,57,YB1909.pdf
General,,,,officers,,Secretary S. D. A. Missionary Volunteers,F. J.,F. J. Wilbur,Wilbur,,,"Clarinda, Iowa",1909,57,YB1909.pdf
General,,,,officers,,Secretary Religious Liberty Department,W. D.,W. D. Parkhurst,Parkhurst,,,"603 East Twelfth St., Des Moines, Iowa",1909,57,YB1909.pdf
General,,,,officers,,Secretary Medical Department,L. J.,L. J. Otis,Otis,,,"M. D., 603 East Twelfth St., Des Moines, Iowa",1909,57,YB1909.pdf
General,,,,officers,,Secretary Iowa Tract Society,C. W.,C. W. Larson,Larson,,,office address. Assistant,1909,57,YB1909.pdf
General,,,,officers,,secretary,G. C.,G. C. Hos,Hos,,,"- kin, office address. Field Missionary",1909,57,YB1909.pdf
General,,,,officers,,secretary,C. W.,C. W. Hollingsworth,Hollingsworth,,,"603 East Twelfth St., Des Moines, Iowa",1909,57,YB1909.pdf
General,,,,officers,,secretary,M. N.,M. N. Campbell,Campbell,,,"603 East Twelfth St., Des Moines, Iowa",1909,57,YB1909.pdf
General,,,,officers,,secretary,J. C.,J. C. Clemens,Clemens,,,"603 East Twelfth St., Des Moines, Iowa",1909,57,YB1909.pdf
General,,,,officers,,secretary,E. G.,E. G. Olsen,Olsen,,,"603 East Twelfth St., Des Moines, Iowa",1909,57,YB1909.pdf
General,,,,officers,,secretary,G. R.,G. R. Hawkins,Hawkins,,,"603 East Twelfth St., Des Moines, Iowa",1909,57,YB1909.pdf
General,,,,officers,,secretary,J. T.,J. T. Spriggs,Spriggs,,,"603 East Twelfth St., Des Moines, Iowa",1909,57,YB1909.pdf
General,,,,officers,,secretary,R. E.,R. E. Burke,Burke,,,"603 East Twelfth St., Des Moines, Iowa",1909,57,YB1909.pdf
General,,,,officers,,secretary,C. W.,C. W. Larson,Larson,,,"603 East Twelfth St., Des Moines, Iowa",1909,57,YB1909.pdf
General,,,,officers,,secretary,J. M.,J. M. Whitney,Whitney,,,"603 East Twelfth St., Des Moines, Iowa",1909,57,YB1909.pdf
General,,,,officers,,secretary,J.,J. Shively,Shively,,,"603 East Twelfth St., Des Moines, Iowa",1909,57,YB1909.pdf
General,,,,officers,,secretary,A. P.,A. P. Hanson,Hanson,,,"603 East Twelfth St., Des Moines, Iowa",1909,57,YB1909.pdf
General,,,,officers,,secretary,T.,T. Godfrey,Godfrey,,,"603 East Twelfth St., Des Moines, Iowa",1909,57,YB1909.pdf
General,,,,officers,,secretary,A. A.,A. A. Meyer,Meyer,,,"603 East Twelfth St., Des Moines, Iowa",1909,57,YB1909.pdf
General,,,,officers,,secretary,A. F.,A. F. Ferguson,Ferguson,,,"603 East Twelfth St., Des Moines, Iowa",1909,57,YB1909.pdf
General,,,,officers,,secretary,M.,M. Kittle,Kittle,,,"603 East Twelfth St., Des Moines, Iowa",1909,57,YB1909.pdf
General,,,,officers,,secretary,E.,E. Rosenwold,Rosenwold,,,"603 East Twelfth St., Des Moines, Iowa",1909,57,YB1909.pdf
General,,,,officers,,secretary,W.,W. Dorcas,Dorcas,,,"603 East Twelfth St., Des Moines, Iowa",1909,57,YB1909.pdf
General,,,,officers,,secretary,W. D.,W. D. Parkhurst,Parkhurst,,,"603 East Twelfth St., Des Moines, Iowa",1909,57,YB1909.pdf
General,,,,officers,,president,S. E.,S. E. Jackson,Jackson,,,office address,1909,58,YB1909.pdf
General,,,,officers,,vice-president,C. M.,C. M. Everest,Everest,,,office address,1909,58,YB1909.pdf
General,,,,officers,,secretary,H. R.,H. R. Gay,Gay,,,office address,1909,58,YB1909.pdf
General,,,,officers,,Treasurer and Transportation Agent,C. M.,C. M. Everest,Everest,,,,1909,58,YB1909.pdf
General,,,,officers,,Treasurer and Transportation Agent,S. E.,S. E. Jackson,Jackson,,,,1909,58,YB1909.pdf
General,,,,officers,,Treasurer and Transportation Agent,J. F.,J. F. Anderson,Anderson,,,,1909,58,YB1909.pdf
General,,,,officers,,Treasurer and Transportation Agent,A. D.,A. D. Ewert,Ewert,,,,1909,58,YB1909.pdf
General,,,,officers,,Treasurer and Transportation Agent,W. A.,W. A. Alway,Alway,,,,1909,58,YB1909.pdf
General,,,,officers,,Treasurer and Transportation Agent,E. M.,E. M. Chapman,Chapman,,,,1909,58,YB1909.pdf
General,,,,officers,,Treasurer and Transportation Agent,C. M.,C. M. Babcock,Babcock,,,,1909,58,YB1909.pdf
General,,,,officers,,Treasurer and Transportation Agent,H. R.,H. R. Gay,Gay,,,,1909,58,YB1909.pdf
General,,,,officers,,Treasurer and Transportation Agent,C. M.,C. M. Evefest,Evefest,,,,1909,58,YB1909.pdf
General,,,,officers,,Treasurer and Transportation Agent,A. W.,A. W. Kuehl,Kuehl,,,,1909,58,YB1909.pdf
General,,,,officers,,Treasurer and Transportation Agent,F. E.,F. E. Rew,Rew,,,,1909,58,YB1909.pdf
General,,,,officers,,president,C. J.,C. J. Kunkel,Kunkel,,,,1909,59,YB1909.pdf
General,,,,officers,,president,N.,N. Dak,Dak,,,,1909,59,YB1909.pdf
General,,,,officers,,vice-president,G.,G. Walker,Walker,,,,1909,59,YB1909.pdf
General,,,,officers,,vice-president,N.,N. Dak,Dak,,,,1909,59,YB1909.pdf
General,,,,officers,,secretary,F. G.,F. G. Specht,Specht,,,,1909,59,YB1909.pdf
General,,,,officers,,secretary,N.,N. Dak,Dak,,,,1909,59,YB1909.pdf
General,,,,officers,,treasurer,H.,H. Robin,Robin,,,"Educational, Sabbath-school, and Young People's",1909,59,YB1909.pdf
General,,,,officers,,treasurer,C. J.,C. J. Kunkel,Kunkel,,,"Educational, Sabbath-school, and Young People's",1909,59,YB1909.pdf
General,,,,officers,,treasurer,G.,G. Walker,Walker,,,"Educational, Sabbath-school, and Young People's",1909,59,YB1909.pdf
General,,,,officers,,treasurer,N. W.,N. W. Lawrence,Lawrence,,,"Educational, Sabbath-school, and Young People's",1909,59,YB1909.pdf
General,,,,officers,,treasurer,E. M.,E. M. Strong,Strong,,,"Educational, Sabbath-school, and Young People's",1909,59,YB1909.pdf
General,,,,officers,,secretary,F.,F. Simon,Simon,,,,1909,59,YB1909.pdf
General,,,,officers,,secretary,H.,H. Robinson,Robinson,,,,1909,59,YB1909.pdf
General,,,,officers,,secretary,F. H.,F. H. Robinson,Robinson,,,,1909,59,YB1909.pdf
General,,,,officers,,president,J. W.,J. W. Christian,Christian,,,,1909,60,YB1909.pdf
General,,,,officers,,president,S.,S. Dak,Dak,,,,1909,60,YB1909.pdf
General,,,,officers,,vice-president,S.,S. Dak,Dak,,,,1909,60,YB1909.pdf
General,,,,officers,,secretary,N. P.,N. P. Neilsen,Neilsen,,,,1909,60,YB1909.pdf
General,,,,officers,,secretary,S.,S. Dak,Dak,,,,1909,60,YB1909.pdf
General,,,,officers,,treasurer,G. W.,G. W. Stilson,Stilson,,,Corresponding,1909,60,YB1909.pdf
General,,,,officers,,treasurer,S.,S. Dak,Dak,,,Corresponding,1909,60,YB1909.pdf
General,,,,officers,,treasurer,C. M.,C. M. Clark,Clark,,,Corresponding,1909,60,YB1909.pdf
General,,,,officers,,secretary,S.,S. Dak,Dak,,,Alfred Jensen. Tract Society,1909,60,YB1909.pdf
General,,,,officers,,secretary,G. W.,G. W. Stil,Stil,,,Alfred Jensen. Tract Society,1909,60,YB1909.pdf
General,,,,officers,,secretary,J. W.,J. W. Christian,Christian,,,Alfred Jensen. Tract Society,1909,60,YB1909.pdf
General,,,,officers,,secretary,C. M.,C. M. Clark,Clark,,,Alfred Jensen. Tract Society,1909,60,YB1909.pdf
General,,,,officers,,secretary,N. P.,N. P. Neilsen,Neilsen,,,Alfred Jensen. Tract Society,1909,60,YB1909.pdf
General,,,,officers,,secretary,C. P.,C. P. Farnsworth,Farnsworth,,,Alfred Jensen. Tract Society,1909,60,YB1909.pdf
General,,,,officers,,secretary,J. B.,J. B. Clymer,Clymer,,,Alfred Jensen. Tract Society,1909,60,YB1909.pdf
General,,,,officers,,secretary,G. W.,G. W. Stilson,Stilson,,,"Assistant Secretary, Mrs. Elizabeth Stilson",1909,60,YB1909.pdf
General,,,,officers,,field secretary,F. L.,F. L. Lime,Lime,,,"""South Dakota Conference Association Qi Seventh-day Advent-",1909,60,YB1909.pdf
General,,,,officers,,field secretary,J. I.,J. I. Beardsley,Beardsley,,,"""South Dakota Conference Association Qi Seventh-day Advent-",1909,60,YB1909.pdf
General,,,,officers,,field secretary,C. P.,C. P. Farnsworth,Farnsworth,,,"""South Dakota Conference Association Qi Seventh-day Advent-",1909,60,YB1909.pdf
General,,,,officers,,field secretary,S.,S. Dak,Dak,,,"""South Dakota Conference Association Qi Seventh-day Advent-",1909,60,YB1909.pdf
General,,,,officers,,field secretary,R. E.,R. E. Harter,Harter,,,"""South Dakota Conference Association Qi Seventh-day Advent-",1909,60,YB1909.pdf
General,,,,officers,,president,W. B.,W. B. White,White,,,"College Place, Wash",1909,61,YB1909.pdf
General,,,,officers,,president,E.,E. Langdon,Langdon,,,"College Place, Wash",1909,61,YB1909.pdf
General,,,,officers,,Secretary and Auditor,A. G.,A. G. Adams,Adams,,,"Box 429, Walla Walla, Wash",1909,61,YB1909.pdf
General,,,,officers,,treasurer,C. H.,C. H. Castle,Castle,,,"Box 429, Walla Walla, Wash. •",1909,61,YB1909.pdf
General,,,,officers,,president,R. D.,R. D. Quinn,Quinn,,,office address,1909,63,YB1909.pdf
General,,,,officers,,secretary,R. D.,R. D. Quinn,Quinn,,,office address,1909,63,YB1909.pdf
General,,,,officers,,treasurer,A. E.,A. E. Everett,Everett,,,office address. Tract Society,1909,63,YB1909.pdf
General,,,,officers,,"Secretary A. E. Everett, office address. Sabbath-school Secretary",J. B.,J. B. Everett,Everett,,,"Bozeman, Mont. CHURCH-SCHOOL TEACHERS. Vinna Hart, Great Falls, Mont. Miss Lizzie Scott, Bozeman, Mont. Miss Edith Johnson, Stevensville, Mont. SOUTHERN IDAHO CONFER- ENCE. Organized 1907. Territory: That part of Idaho south of the forty-fifth parallel (including all of Lemhi County), and the counties of Wallowa, Union, Baker, and Malheur in Oregon. Population: 142,994; sq. miles, 76,143. Membership: 568; churches, 21. Office: Room 223, Boise National Bank Bldg., Boise, Idaho. Office Address: Box 43, Boise, Idaho",1909,63,YB1909.pdf
General,,,,officers,,"Secretary A. E. Everett, office address. Sabbath-school Secretary",R. D.,R. D. Quinn,Quinn,,,"Bozeman, Mont. CHURCH-SCHOOL TEACHERS. Vinna Hart, Great Falls, Mont. Miss Lizzie Scott, Bozeman, Mont. Miss Edith Johnson, Stevensville, Mont. SOUTHERN IDAHO CONFER- ENCE. Organized 1907. Territory: That part of Idaho south of the forty-fifth parallel (including all of Lemhi County), and the counties of Wallowa, Union, Baker, and Malheur in Oregon. Population: 142,994; sq. miles, 76,143. Membership: 568; churches, 21. Office: Room 223, Boise National Bank Bldg., Boise, Idaho. Office Address: Box 43, Boise, Idaho",1909,63,YB1909.pdf
General,,,,officers,,"Secretary A. E. Everett, office address. Sabbath-school Secretary",J. C.,J. C. Foster,Foster,,,"Bozeman, Mont. CHURCH-SCHOOL TEACHERS. Vinna Hart, Great Falls, Mont. Miss Lizzie Scott, Bozeman, Mont. Miss Edith Johnson, Stevensville, Mont. SOUTHERN IDAHO CONFER- ENCE. Organized 1907. Territory: That part of Idaho south of the forty-fifth parallel (including all of Lemhi County), and the counties of Wallowa, Union, Baker, and Malheur in Oregon. Population: 142,994; sq. miles, 76,143. Membership: 568; churches, 21. Office: Room 223, Boise National Bank Bldg., Boise, Idaho. Office Address: Box 43, Boise, Idaho",1909,63,YB1909.pdf
General,,,,officers,,"Secretary A. E. Everett, office address. Sabbath-school Secretary",W. A.,W. A. Gosmer,Gosmer,,,"Bozeman, Mont. CHURCH-SCHOOL TEACHERS. Vinna Hart, Great Falls, Mont. Miss Lizzie Scott, Bozeman, Mont. Miss Edith Johnson, Stevensville, Mont. SOUTHERN IDAHO CONFER- ENCE. Organized 1907. Territory: That part of Idaho south of the forty-fifth parallel (including all of Lemhi County), and the counties of Wallowa, Union, Baker, and Malheur in Oregon. Population: 142,994; sq. miles, 76,143. Membership: 568; churches, 21. Office: Room 223, Boise National Bank Bldg., Boise, Idaho. Office Address: Box 43, Boise, Idaho",1909,63,YB1909.pdf
General,,,,officers,,"Secretary A. E. Everett, office address. Sabbath-school Secretary",C. W.,C. W. Page,Page,,,"Bozeman, Mont. CHURCH-SCHOOL TEACHERS. Vinna Hart, Great Falls, Mont. Miss Lizzie Scott, Bozeman, Mont. Miss Edith Johnson, Stevensville, Mont. SOUTHERN IDAHO CONFER- ENCE. Organized 1907. Territory: That part of Idaho south of the forty-fifth parallel (including all of Lemhi County), and the counties of Wallowa, Union, Baker, and Malheur in Oregon. Population: 142,994; sq. miles, 76,143. Membership: 568; churches, 21. Office: Room 223, Boise National Bank Bldg., Boise, Idaho. Office Address: Box 43, Boise, Idaho",1909,63,YB1909.pdf
General,,,,officers,,"Secretary A. E. Everett, office address. Sabbath-school Secretary",A. E.,A. E. Everett,Everett,,,"Bozeman, Mont. CHURCH-SCHOOL TEACHERS. Vinna Hart, Great Falls, Mont. Miss Lizzie Scott, Bozeman, Mont. Miss Edith Johnson, Stevensville, Mont. SOUTHERN IDAHO CONFER- ENCE. Organized 1907. Territory: That part of Idaho south of the forty-fifth parallel (including all of Lemhi County), and the counties of Wallowa, Union, Baker, and Malheur in Oregon. Population: 142,994; sq. miles, 76,143. Membership: 568; churches, 21. Office: Room 223, Boise National Bank Bldg., Boise, Idaho. Office Address: Box 43, Boise, Idaho",1909,63,YB1909.pdf
General,,,,officers,,"Secretary A. E. Everett, office address. Sabbath-school Secretary",H. B.,H. B. Farnsworth,Farnsworth,,,"Bozeman, Mont. CHURCH-SCHOOL TEACHERS. Vinna Hart, Great Falls, Mont. Miss Lizzie Scott, Bozeman, Mont. Miss Edith Johnson, Stevensville, Mont. SOUTHERN IDAHO CONFER- ENCE. Organized 1907. Territory: That part of Idaho south of the forty-fifth parallel (including all of Lemhi County), and the counties of Wallowa, Union, Baker, and Malheur in Oregon. Population: 142,994; sq. miles, 76,143. Membership: 568; churches, 21. Office: Room 223, Boise National Bank Bldg., Boise, Idaho. Office Address: Box 43, Boise, Idaho",1909,63,YB1909.pdf
General,,,,officers,,"Secretary A. E. Everett, office address. Sabbath-school Secretary",S. H.,S. H. Kime,Kime,,,"Bozeman, Mont. CHURCH-SCHOOL TEACHERS. Vinna Hart, Great Falls, Mont. Miss Lizzie Scott, Bozeman, Mont. Miss Edith Johnson, Stevensville, Mont. SOUTHERN IDAHO CONFER- ENCE. Organized 1907. Territory: That part of Idaho south of the forty-fifth parallel (including all of Lemhi County), and the counties of Wallowa, Union, Baker, and Malheur in Oregon. Population: 142,994; sq. miles, 76,143. Membership: 568; churches, 21. Office: Room 223, Boise National Bank Bldg., Boise, Idaho. Office Address: Box 43, Boise, Idaho",1909,63,YB1909.pdf
General,,,,officers,,"Secretary A. E. Everett, office address. Sabbath-school Secretary",D. H.,D. H. Hanson,Hanson,,,"Bozeman, Mont. CHURCH-SCHOOL TEACHERS. Vinna Hart, Great Falls, Mont. Miss Lizzie Scott, Bozeman, Mont. Miss Edith Johnson, Stevensville, Mont. SOUTHERN IDAHO CONFER- ENCE. Organized 1907. Territory: That part of Idaho south of the forty-fifth parallel (including all of Lemhi County), and the counties of Wallowa, Union, Baker, and Malheur in Oregon. Population: 142,994; sq. miles, 76,143. Membership: 568; churches, 21. Office: Room 223, Boise National Bank Bldg., Boise, Idaho. Office Address: Box 43, Boise, Idaho",1909,63,YB1909.pdf
General,,,,officers,,president,W. W.,W. W. Steward,Steward,,,office address,1909,63,YB1909.pdf
General,,,,officers,,vice-president,J. A.,J. A. Casebeer,Casebeer,,,"Emmett, Idano",1909,63,YB1909.pdf
General,,,,officers,,Secretary and Treasurer,T. L.,T. L. Copeland,Copeland,,,office address. Missionary,1909,63,YB1909.pdf
